"congress","chamber","num_results","offset","members__id","members__title","members__short_title","members__api_uri","members__first_name","members__middle_name","members__last_name","members__suffix","members__date_of_birth","members__gender","members__party","members__leadership_role","members__twitter_account","members__facebook_account","members__youtube_account","members__govtrack_id","members__cspan_id","members__votesmart_id","members__icpsr_id","members__crp_id","members__google_entity_id","members__fec_candidate_id","members__url","members__rss_url","members__contact_form","members__in_office","members__cook_pvi","members__dw_nominate","members__ideal_point","members__seniority","members__next_election","members__total_votes","members__missed_votes","members__total_present","members__last_updated","members__ocd_id","members__office","members__phone","members__fax","members__state","members__district","members__at_large","members__geoid","members__missed_votes_pct","members__votes_with_party_pct","members__votes_against_party_pct"
"","","","","G000558","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000558.json","Brett","null","Guthrie","null","1964-02-18","M","R","null","RepGuthrie","CongressmanGuthrie","BrettGuthrie","412278","1031343","18829","20916","N00029675","/m/0411qqt","H8KY02031","https://guthrie.house.gov","null","null","True","R+19","0.419","null","12","2020","928","9","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ky/cd:2","2434 Rayburn House Office Building","202-225-3501","null","KY","2","False","2102","0.97","97.04","2.85"
"","","","","H001080","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001080.json","Debra","null","Haaland","null","1960-12-02","F","D","null","RepDebHaaland","null","null","412800","null","149368","null","N00040933","/g/11ght0_d8m","H8NM01331","https://haaland.house.gov","null","null","True","D+7","null","null","2","2020","928","10","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:nm/cd:1","1237 Longworth House Office Building","202-225-6316","null","NM","1","False","3501","1.08","98.58","1.31"
"","","","","H001088","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001088.json","Jim","null","Hagedorn","null","1962-08-04","M","R","null","RepHagedorn","null","null","412788","null","146027","null","N00031390","/g/11fg5k6588","H0MN01045","https://hagedorn.house.gov","null","null","True","R+5","null","null","2","2020","928","10","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mn/cd:1","325 Cannon House Office Building","202-225-2472","null","MN","1","False","2701","1.08","96.26","3.63"
"","","","","H001090","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001090.json","Josh","null","Harder","null","1986-08-01","M","D","null","RepJoshHarder","null","null","412754","null","179326","null","N00040853","/g/11fhwknffg","H8CA10126","https://harder.house.gov","null","null","True","EVEN","null","null","2","2020","928","12","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ca/cd:10","131 Cannon House Office Building","202-225-4540","null","CA","10","False","0610","1.29","95.95","3.94"
"","","","","H001052","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001052.json","Andy","null","Harris","null","1957-01-25","M","R","null","RepAndyHarrisMD","AndyHarrisMD","RepAndyHarris","412434","1033464","19157","21139","N00029147","/m/02852wc","H8MD01094","https://harris.house.gov","https://harris.house.gov/rss.xml","null","True","R+14","0.656","null","10","2020","928","17","1","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:md/cd:1","2334 Rayburn House Office Building","202-225-5311","null","MD","1","False","2401","1.83","85.38","14.51"
"","","","","H001053","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001053.json","Vicky","null","Hartzler","null","1960-10-13","F","R","null","RepHartzler","Congresswoman.Hartzler","repvickyhartzler","412444","95050","8783","21149","N00031005","/m/09v2dv4","H0MO04086","https://hartzler.house.gov","https://hartzler.house.gov/rss.xml","null","True","R+17","0.464","null","10","2020","928","20","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mo/cd:4","2235 Rayburn House Office Building","202-225-2876","null","MO","4","False","2904","2.16","95.22","4.67"
"","","","","H000324","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000324.json","Alcee","L.","Hastings","null","1936-09-05","M","D","null","RepHastingsFL","95696782238","RepAlceeHastings","400170","1858","26798","29337","N00002884","/m/02534d","H2FL23021","https://alceehastings.house.gov","https://alceehastings.house.gov/news/rss.aspx","null","True","D+31","-0.564","null","28","2020","928","211","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:fl/cd:20","2353 Rayburn House Office Building","202-225-1313","null","FL","20","False","1220","22.74","99.30","0.56"
"","","","","H001081","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001081.json","Jahana","null","Hayes","null","1973-03-08","F","D","null","RepJahanaHayes","null","null","412763","null","181744","null","N00043421","/g/11cn8wstn6","H8CT05245","https://hayes.house.gov","null","null","True","D+2","null","null","2","2020","928","37","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ct/cd:5","1415 Longworth House Office Building","202-225-4476","null","CT","5","False","0905","3.99","99.21","0.67"
"","","","","H001064","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001064.json","Denny","null","Heck","null","1952-07-29","M","D","","RepDennyHeck","CongressmanDennyHeck","RepDennyHeck","412584","9269006","126058","21369","N00031557","/m/075stz","H0WA03161","https://dennyheck.house.gov","https://dennyheck.house.gov/rss.xml","null","True","D+5","-0.312","null","8","2020","928","15","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:wa/cd:10","2452 Rayburn House Office Building","202-225-9740","null","WA","10","False","5310","1.62","99.34","0.55"
"","","","","H001082","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001082.json","Kevin","null","Hern","null","1961-12-04","M","R","null","repkevinhern","null","null","412748","null","180004","null","N00040829","/g/11gzqw48lf","H8OK01157","https://hern.house.gov","","null","True","R+17","null","null","4","2020","928","8","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ok/cd:1","1019 Longworth House Office Building","202-225-2211","null","OK","1","False","4001","0.86","92.87","7.02"
"","","","","H001056","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001056.json","Jaime","null","Herrera Beutler","null","1978-11-03","F","R","null","HerreraBeutler","herrerabeutler","RepHerreraBeutler","412486","95198","101907","21187","N00031559","/m/0cz8yx2","H0WA03187","https://herrerabeutler.house.gov","https://herrerabeutler.house.gov/news/rss.aspx","null","True","R+4","0.357","null","10","2020","928","190","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:wa/cd:3","2352 Rayburn House Office Building","202-225-3536","null","WA","3","False","5303","20.47","87.16","12.70"
"","","","","H001071","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001071.json","Jody","null","Hice","null","1960-04-22","M","R","null","congressmanhice","CongressmanJodyHice","null","412623","94974","122246","21514","N00032243","/m/0640dpx","H0GA07125","https://hice.house.gov","null","null","True","R+15","0.791","null","6","2020","928","46","1","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ga/cd:10","409 Cannon House Office Building","202-225-4101","null","GA","10","False","1310","4.96","88.00","11.89"
"","","","","H001077","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001077.json","Clay","null","Higgins","null","1961-08-24","M","R","null","RepClayHiggins","CongressmanClayHiggins","null","412705","106094","174484","21724","N00039953","/g/11c1s3lp76","H6LA03148","https://clayhiggins.house.gov","https://clayhiggins.house.gov/rss.xml","null","True","R+20","0.574","null","4","2020","928","91","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:la/cd:3","424 Cannon House Office Building","202-225-2031","null","LA","3","False","2203","9.81","91.46","8.42"
"","","","","H001038","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001038.json","Brian","null","Higgins","null","1959-10-06","M","D","null","RepBrianHiggins","RepBrianHiggins","CongressmanHiggins","400641","1013050","23127","20519","N00027060","/m/04fc7g","H4NY27076","https://higgins.house.gov","https://higgins.house.gov/rss.xml","null","True","D+11","-0.347","null","14","2020","928","13","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ny/cd:26","2459 Rayburn House Office Building","202-225-3306","null","NY","26","False","3626","1.40","99.12","0.77"
"","","","","H001087","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001087.json","Katie","null","Hill","null","1987-08-25","F","D","","RepKatieHill","null","null","412756","null","179354","null","N00040644","/g/11gtgfywx0","H8CA25074","https://katiehill.house.gov/","null","null","False","EVEN","null","null","2","2020","609","22","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:ca/cd:25","1130 Longworth House Office Building","202-225-1956","null","CA","25","False","0625","3.61","98.46","1.37"
"","","","","H001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001072.json","French","null","Hill","null","1956-12-05","M","R","null","RepFrenchHill","RepFrenchHill","null","412609","9265172","146290","21503","N00035792","/m/0127p1zk","H4AR02141","https://hill.house.gov","null","null","True","R+7","0.455","null","6","2020","928","6","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ar/cd:2","1533 Longworth House Office Building","202-225-2506","null","AR","2","False","0502","0.65","95.51","4.38"
"","","","","H001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001047.json","Jim","null","Himes","null","1966-07-05","M","D","null","JAHimes","CongressmanJimHimes","congressmanhimes","412282","1031341","106744","20907","N00029070","/m/03w9x9v","H8CT04172","https://himes.house.gov","https://himes.house.gov/rss.xml","null","True","D+7","-0.242","null","12","2020","928","12","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ct/cd:4","1227 Longworth House Office Building","202-225-5541","null","CT","4","False","0904","1.29","98.25","1.64"
"","","","","H001065","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001065.json","George","null","Holding","null","1968-04-17","M","R","","RepHolding","CongressmanGeorgeHolding","repholding","412553","623728","136462","21349","N00033399","/m/0hgp6py","H2NC13110","https://holding.house.gov","null","null","True","R+7","0.606","null","8","2020","928","121","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:nc/cd:2","1110 Longworth House Office Building","202-225-3032","null","NC","2","False","3702","13.04","96.63","3.25"
"","","","","H001074","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001074.json","Trey","null","Hollingsworth","null","1983-09-12","M","R","null","reptrey","reptrey","null","412703","104247","167423","21725","N00038429","/g/11cnt8qr9t","H6IN09176","https://hollingsworth.house.gov","null","null","True","R+13","0.411","null","4","2020","928","30","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:in/cd:9","1641 Longworth House Office Building","202-225-5315","null","IN","9","False","1809","3.23","86.64","13.24"
"","","","","H001083","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001083.json","Kendra","null","Horn","null","1976-06-09","F","D","","RepKendraHorn","null","null","412808","null","180018","null","N00041394","/g/11fgjk8v59","H8OK05109","https://horn.house.gov","null","null","True","R+10","null","null","2","2020","928","2","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ok/cd:5","415 Cannon House Office Building","202-225-2132","null","OK","5","False","4005","0.22","91.02","8.87"
"","","","","H001066","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001066.json","Steven","null","Horsford","null","1973-04-29","M","D","null","RepHorsford","null","null","412559","79614","44064","21339","N00033638","/m/03c01w9","H2NV04011","https://horsford.house.gov","https://horsford.house.gov/rss.xml","null","True","D+3","-0.348","null","2","2020","928","10","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:nv/cd:4","1330 Longworth House Office Building","202-225-9894","null","NV","4","False","3204","1.08","97.82","2.07"
"","","","","H001085","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001085.json","Chrissy","null","Houlahan","null","1967-06-05","F","D","null","RepHoulahan","null","null","412810","null","178893","null","N00040949","/g/11fghyq4ym","H8PA06087","https://houlahan.house.gov","null","null","True","D+2","null","null","2","2020","928","2","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:pa/cd:6","1218 Longworth House Office Building","202-225-4315","null","PA","6","False","4206","0.22","96.75","3.14"
"","","","","H000874","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000874.json","Steny","H.","Hoyer","null","1939-06-14","M","D","House Majority Leader","LeaderHoyer","WhipHoyer","LeaderHoyer","400189","1919","26890","14873","N00001821","/m/025k5p","H2MD05155","https://hoyer.house.gov","https://hoyer.house.gov/rss/press-releases.xml","null","True","D+16","-0.38","null","40","2020","928","15","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:md/cd:5","1705 Longworth House Office Building","202-225-4131","null","MD","5","False","2405","1.62","99.23","0.66"
"","","","","H001067","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001067.json","Richard","null","Hudson","null","1971-11-04","M","R","null","RepRichHudson","RepRichHudson","RepRichHudson","412550","79622","136448","21346","N00033630","/m/0nbwfxs","H2NC08185","https://hudson.house.gov","https://hudson.house.gov/rss/press-releases.xml","null","True","R+8","0.58","null","8","2020","928","73","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:nc/cd:8","2112 Rayburn House Office Building","202-225-3715","null","NC","8","False","3708","7.87","95.16","4.72"
"","","","","H001068","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001068.json","Jared","null","Huffman","null","1964-02-18","M","D","null","RepHuffman","RepHuffman","rephuffman","412511","622431","59849","21303","N00033030","/m/0ksfyx","H2CA06259","https://huffman.house.gov","null","null","True","D+22","-0.427","null","8","2020","928","32","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:2","1527 Longworth House Office Building","202-225-5161","null","CA","2","False","0602","3.45","97.99","1.90"
"","","","","H001058","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001058.json","Bill","null","Huizenga","null","1969-01-31","M","R","null","RepHuizenga","RepHuizenga","RepHuizenga","412437","1033765","38351","21142","N00030673","/m/05b0j1w","H0MI02094","https://huizenga.house.gov","https://huizenga.house.gov/news/rss.aspx","null","True","R+9","0.581","null","10","2020","928","36","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:mi/cd:2","2232 Rayburn House Office Building","202-225-4401","null","MI","2","False","2602","3.88","94.34","5.54"
